route_no,stop_sequence,stop_name,latitude,longitude
402C,18,Yelahanaka NES Office,13.09752609,77.59168215
402C,19,Sheshadripuram College,13.09971085,77.58864113
402C,20,Sharavathi Hotel,13.09806,77.58449
402C,21,Chikkabommasandra Cross,13.09401693,77.58272419
402C,22,Yelahanka Satelite Town,13.09609783,77.5788053
402C,23,Dairy Circle Yalahanka New Town,13.0991741549,77.5767331291
402C,24,Atturu Layout Yelahanka Road,13.0978289433,77.5679211505
402C,25,Atturu,13.10659,77.56567
402D,1,Kempegowda Bus Station,12.978062,77.572342
402D,2,Ananda Rao Circle,12.9829853028,77.5764328893
402D,3,Shivananda Stores,12.9876698647,77.5804554485
402D,4,RM Guttahalli,13.0001015327255,77.5838657926603
402D,5,Palace Ground,13.0102000013,77.5836648792
402D,6,Mekhri Circle,13.016982,77.58374
402D,7,Ganga Nagara,13.02604284,77.58495789
402D,8,Veternary College,13.03027,77.58676
402D,9,Canara Bank Hebbal,13.03613,77.58901
402D,10,Hebbala,13.038476,77.58910425
402D,11,Military Dairy Farm,13.0494801649659,77.5926207091783
402D,12,Kodigehalli gate,13.0579465907,77.5931825303
402D,13,Byatarayana Pura,13.06604423,77.59299164
402D,14,GKVK,13.07288,77.5925
402D,15,Aerodrum,13.07688,77.5926
402D,16,Allalasandra Gate,13.08669,77.59371
402D,17,Yelahanka Police Station,13.09418399,77.59419001
402D,18,Yelahanaka NES Office,13.09770897,77.59148108
402D,19,Sheshadripuram College,13.09974,77.58858
402D,20,Sharavathi Hotel,13.09759,77.58419
402D,21,Chikkabommasandra Cross,13.09401693,77.58272419
402D,22,Yelahanka Satelite Town,13.09609783,77.5788053
402D,23,Dairy Circle Yalahanka New Town,13.0991741549,77.5767331291
402D,24,Government School,13.10378261,77.57686857
402D,25,Yelahanka Bakery,13.10708131,77.57586258
402D,26,Yelahanka Satelite Town 5th Phase,13.10596804,77.57251698
402M,1,Yelahanka Satelite Town 5th Phase,13.10596804,77.57251698
402M,2,Government School,13.10330364,77.57682714
402M,3,Mother Dairy,13.0994,77.57693
402M,4,Yelahanka Satelite Town,13.09609783,77.5788053
402M,5,Chikka Bommasandra,13.09422,77.58269
402M,6,Sharavathi Hotel,13.09759,77.58419
402M,7,Sheshadripuram College,13.09971085,77.58864113
402M,8,Yelahanaka NES Office,13.09772375,77.59185778
402M,9,Yelahanka Police Station,13.09403406,77.5943898
402M,10,Allalasandra Gate Yalahanka,13.08668705,77.59387244
402M,11,Aerodrum Devanahalli Road,13.07687,77.593
402M,12,GKVK,13.07278,77.59274
402M,13,Byatarayana Pura,13.06658,77.59335
402M,14,Kodigehalli,13.05679568,77.59364486
402M,15,Military Dairy Farm,13.0493260941959,77.5928813798306
402M,16,Hebbala,13.03758,77.58945
402M,17,Canara Bank,13.03599,77.5893
402M,18,Veterinary College,13.03002086,77.58701231
402M,19,Ganganagara,13.02601171,77.58554335
402M,20,Mekhri Circle,13.02011396,77.584102
402M,21,Palace Ground,13.0102899391,77.5839466788
402M,22,RM Guttahalli,12.9997240473,77.5842970423
402M,23,Shivananda store,12.98717,77.5787
402M,24,Swastik,12.987743702505,77.574388523525
402M,25,Central,12.9896777496,77.5717054121
402M,26,Kempegowda Bus Station,12.978678,77.573219
402M,27,Maharani College,12.9770464894431,77.5859164592567
402M,28,KR Circle,12.9737512954,77.586767273
402M,29,Corporation,12.9646411384543,77.588017663533
402M,30,Poornima Talkies,12.9608759377,77.5882853195
402M,31,Lalbhagh Main Gate,12.95415,77.58492
402M,32,Lalbhag West Gate,12.9474614685421,77.580076431555
402M,33,RVTeachers College,12.9444708665231,77.5801341233124
402M,34,Vijaya College,12.9412886672342,77.5802122835789
402M,35,Nanda Talkies,12.93260362,77.58022046
402M,36,Yediyur,12.930759174945821,77.576389597451
402M,37,Deepak Nursing Home,12.92586013214612,77.57716743806532
402M,38,Hunase Mara Banashankari,12.919423783591279,77.5742116437309
402M,39,Banashankari Bus Station,12.9182,77.5733
402M,40,Kadirenahalli Cross,12.9138101711892,77.5674308493233
402M,41,Kadirenahalli Village,12.9154762341651,77.5617826712008
402M,42,Prarthana School,12.9114839800429,77.557893057513
402M,43,Gowdana palya,12.9114419835698,77.5554283059612
402M,44,Chikkallasandra Aralimara,12.9115026724,77.5520117115
402M,45,Chikkallasandra Bus Stand,12.9150644848611,77.5522298148434
402N,1,Kempegowda Bus Station,12.978062,77.572342
402N,2,Ananda Rao Circle,12.9829853028,77.5764328893
402N,3,Shivananda store,12.9879534245,77.5805384293
402N,4,RM Guttahalli,13.00028,77.58401
402N,5,Palace Ground,13.0102000013,77.5836648792
402N,6,Mekhri Circle,13.016982,77.58374
402N,7,Gangenahalli,13.0233549400773,77.5841996749507
402N,8,Veternary College,13.03027,77.58676
402N,9,Canara Bank Hebbal,13.03613,77.58901
402N,10,Hebbala,13.038476,77.58910425
402N,11,Military Dairy Farm,13.04933491,77.59258648
402N,12,Kodigehalli gate,13.0579465907,77.5931825303
402N,13,Byatarayana Pura,13.06604423,77.59299164
402N,14,GKVK,13.07288,77.5925
402N,15,Aerodrum,13.07688,77.5926
402N,16,Allalasandra Gate,13.08669,77.59371
402N,17,Yelahanka Police Station,13.09418399,77.59419001
402N,18,Yelahanaka NES Office,13.09770897,77.59148108
402N,19,Sheshadripuram College,13.09971085,77.58864113
402N,20,Sharavathi Hotel,13.09806,77.58449
402N,21,Chikkabommasandra Cross,13.09401693,77.58272419
402N,22,Yelahanka Satelite Town,13.09609783,77.5788053
402N,23,Mother Dairy,13.0994,77.57693
402N,24,Atturu Layout Yelahanka Road,13.0978289433,77.5679211505
402N,25,Kempanahalli,13.110083,77.557124
403A,1,Shirke KHB Quarters,12.93203937,77.48782169
403A,2,Church,12.92889881,77.48684015
403A,3,Hoysala Circle Kengeri Satellite Town,12.92423931,77.48513225
403A,4,Kengeri Satalite Town Society,12.92369599,77.4849336
403A,5,Railway Station Kengeri,12.92237251,77.48444049
403A,6,Jn of Kommaghatta Road,12.91611473,77.48218418
403A,7,Ganesha Temple,12.91229468,77.48073544
403A,8,Kengeri Police Station,12.91048265,77.48319013
403A,9,Kengeri TTMC,12.91390887,77.48630136
403A,10,Mylasandra Gate,12.91856635,77.49101582
403A,11,RV College,12.92549401,77.49936587
403A,12,Jayaram Das Factory,12.93094676,77.50609263
403A,13,Bangalore University Gate Mysore Road,12.93579871,77.51334378
403A,14,Rajarajeshwarinagara Gate,12.93650258,77.51879023
403A,15,BWSSB Quarters,12.9397491,77.52345121
403A,16,Nayandahalli,12.94319771,77.52599614
403A,17,Quality Biscuits,12.94721895,77.53192391
403A,18,BHEL Gate,12.94965929,77.53658614
403A,19,Deepanjali nagara BMT-16,12.9514347731227,77.5371147674969
403A,20,Attiguppe,12.9577823349965,77.5338304262479
403A,21,Vijayanagara TTMC,12.9648426734,77.5347022433
403A,22,Maruthi mandira,12.9678038321,77.5361144263
403A,23,Vijayanagara,12.9719527904,77.5376221631
403A,24,Manu Vana Vijayanagara,12.974431,77.54451
403A,25,Magadi Road TollGate,12.97463973,77.54896384
403A,26,Prasanna Talkies Magadi Road,12.9760781117,77.5525075011
403A,27,Rajajinagara 6th Block,12.9792790872393,77.5534746370936
403A,28,Gopalpura Rajajinagara,12.9806024954,77.5576470327
403A,29,Sujatha Talkies,12.982729109381612,77.56237505534818
403A,30,Okalipuram,12.98271967,77.56864883
403A,31,Kempegowda Bus Station,12.978062,77.572342
403B,1,Shirke KHB Quarters,12.93203937,77.48782169
403B,2,Church,12.92889881,77.48684015
403B,3,Hoysala Circle Kengeri Satellite Town,12.92423931,77.48513225
403B,4,Kengeri Satalite Town Society,12.92369599,77.4849336
403B,5,Railway Station Kengeri,12.92237251,77.48444049
403B,6,Jn of Kommaghatta Road,12.91611473,77.48218418
403B,7,Ganesha Temple,12.91229468,77.48073544
403B,8,Kengeri Police Station,12.91048265,77.48319013
403B,9,Kengeri TTMC,12.91390887,77.48630136
403B,10,Mylasandra Gate,12.91856635,77.49101582
403B,11,RV College,12.92549401,77.49936587
403B,12,Jayaram Das Factory,12.93094676,77.50609263
403B,13,Bangalore University Gate Mysore Road,12.93579871,77.51334378
403B,14,Rajarajeshwarinagara Gate,12.93650258,77.51879023
403B,15,BWSSB Quarters,12.9397491,77.52345121
403B,16,Nayandahalli,12.94319771,77.52599614
403B,17,Quality Biscuits,12.94721895,77.53192391
403B,18,BHEL Gate,12.94965929,77.53658614
403B,19,Bapuji Nagara,12.95357632,77.54215453
403B,20,New Guddadahalli,12.95576633,77.54564716
403B,21,Azad Nagar,12.95724423,77.55133839
403B,22,Sirsi Circle,12.9604612,77.55693463
403B,23,Royan Circle,12.9611695558,77.5688594207
403B,24,Krishnarajendra Market,12.9613111,77.57513928
404,1,Yelahanka Satelite Town,13.09609783,77.5788053
404,2,Chikka Bommasandra,13.09422,77.58269
404,3,Sharavathi Hotel,13.09759,77.58419
404,4,Sheshadripuram College,13.09971085,77.58864113
404,5,Yelahanaka NES Office,13.09772375,77.59185778
404,6,Yelahanka Police Station,13.09403406,77.5943898
404,7,Allalasandra Gate Yalahanka,13.08668705,77.59387244
404,8,Aerodrum Devanahalli Road,13.07687,77.593
404,9,GKVK,13.07278,77.59274
404,10,Byatarayana Pura,13.06658,77.59335
404,11,Kodigehalli,13.05679568,77.59364486
404,12,Military Dairy Farm,13.0493260941959,77.5928813798306
404,13,Hebbal,13.03897751,77.58964847
404,14,Canara Bank,13.03599,77.5893
404,15,Veterinary College,13.03002086,77.58701231
404,16,CBI Office,13.0268333104544,77.5864943778998
404,17,Vasanthappa Block,13.0263102289968,77.589098535087
404,18,HMT Layout,13.0249592364514,77.593594777516
404,19,R T Nagara Post Office,13.0220453414475,77.5925901368664
404,20,Rahmath Nagara,13.0174405828187,77.5918496221246
404,21,Matada Halli,13.013597,77.593661
404,22,CIL,13.0117619602951,77.5930458638487
404,23,CIL TV Tower,13.0102225979893,77.5910742362013
404,24,Munireddy Palya,13.00698881,77.59268213
404,25,Jayamahal,13.0018609297,77.5944668055
404,26,Contonment Railway Station,12.99385097,77.59725653
404,27,CSI,12.9896377,77.59931402
404,28,Indian Express,12.98419508,77.59868865
404,29,Shivajinagar Bus Station,12.98368012,77.6035693
404,30,Maniksha Parade Ground,12.97739,77.60818
404,31,Manipal Center,12.975742165,77.6134773809
404,32,Trinity Circle,12.9728141986,77.6204735879
404,33,Halasuru,12.9796702298149,77.6295943169236
404,34,BMTC Depot-6,12.9826290936245,77.635135756108
404,35,Binnamangala,12.9836029758701,77.6391903270574
404,36,Isolation Hospital,12.9849495980701,77.6427095284437
404,37,NGEF,12.9879376258032,77.6500322780632
404,38,Benniganahalli,12.994148,77.663118
404,39,Tin Factory,12.99687,77.66919
404,40,ITI Calony Gate,13.0055479715034,77.6855542782571
404,41,K R Puram,13.0079721323211,77.6920888158994
404C,1,Atturu,13.10659,77.56567
404C,2,Atturu Layout Yelahanka Road,13.0979676638,77.5678448752
404C,3,Mother Dairy,13.0994,77.57693
404C,4,Yelahanka Satellite Town,13.09586,77.57913
404C,5,Chikka Bommasandra,13.09422,77.58269
404C,6,Sharavathi Hotel,13.09806,77.58449
404C,7,Sheshadripuram College,13.09971085,77.58864113
404C,8,Yelahanaka NES Office,13.09772375,77.59185778
404C,9,Yelahanka Police Station,13.09403406,77.5943898
404C,10,Allalasandra Gate Yalahanka,13.08668705,77.59387244
404C,11,Aerodrum Devanahalli Road,13.07687,77.593
404C,12,GKVK,13.07278,77.59274
404C,13,Byatarayana Pura,13.06658,77.59335
404C,14,Kodigehalli,13.05679568,77.59364486
404C,15,Military Dairy Farm,13.0496216,77.5929196
404C,16,Hebbal,13.03897751,77.58964847
404C,17,Canara Bank,13.03599,77.5893
404C,18,Veterinary College,13.03529802,77.58895822
404C,19,CBI Office,13.0268333104544,77.5864943778998
404C,20,Vasanthappa Block,13.0263102289968,77.589098535087
404C,21,RTNagara Police Station,13.024358,77.592839
404C,22,R T Nagara Post Office,13.0220453414475,77.5925901368664
404C,23,Rahmath Nagara,13.0174405828187,77.5918496221246
404C,24,Matada Halli,13.013597,77.593661
404C,25,CIL,13.0117182154,77.5933557004
404C,26,CIL TV Tower,13.0102225979893,77.5910742362013
404C,27,JC Nagara,13.0067990441,77.592745414
404C,28,Jayamahal  extention,13.00357624,77.59394984
404C,29,Contonment Railway Station,12.99385097,77.59725653
404C,30,CSI,12.9896377,77.59931402
404C,31,Indian Express,12.98420536,77.59761828
404C,32,Shivajinagar Bus Station,12.98368012,77.6035693
404E,1,Shivajinagar Bus Station,12.98368012,77.6035693
404E,2,Indian Express,12.98389098,77.59763625
404E,3,Cunningham Road,12.98757333,77.59450469
404E,4,Vasantha Nagara,12.99271569,77.59496712
404E,5,Jayamahal  extention,13.0004311526318,77.5946763903195
404E,6,JC Nagara,13.0040121846538,77.5935376758873
404E,7,CIL TV Tower,13.0102225979893,77.5910742362013
404E,8,CIL,13.0117619602951,77.5930458638487
404E,9,Matada Halli,13.0135346577,77.5935639068
404E,10,Rahmath Nagara,13.0170945358,77.5916445348
404E,11,R T Nagar post Office,13.022764558,77.5925387163
404E,12,RT Nagara Police Station,13.0256700978369,77.5930192334379
404E,13,Vasanthappa Block,13.0262131244,77.5890960172
404E,14,CBI Ganganagara,13.0267552607037,77.5863816667697
404E,15,Veternary College,13.03027,77.58676
404E,16,Canara Bank Hebbal,13.03613,77.58901
404E,17,Hebbala,13.038476,77.58910425
404E,18,Military Dairy Farm,13.0494801649659,77.5926207091783
404E,19,Kodigehalli gate,13.0579465907,77.5931825303
404E,20,Byatarayana Pura,13.06604423,77.59299164
404E,21,GKVK,13.07288,77.5925
404E,22,Aerodrum,13.07688,77.5926
404E,23,Allalasandra Gate,13.08669,77.59371
404E,24,Yelahanka Police Station,13.09418399,77.59419001
404E,25,Yelahanaka NES Office,13.09770897,77.59148108
404E,26,Sheshadripuram College,13.09974,77.58858
404E,27,Sharavathi Hotel,13.09759,77.58419
404E,28,Chikkabommasandra Cross,13.09401693,77.58272419
404E,29,Yelahanka Satelite Town,13.09609783,77.5788053
404E,30,Dairy Circle Yalahanka New Town,13.0991741549,77.5767331291
404E,31,Yelahanka Satelite Town 5th Phase,13.10596804,77.57251698
404J,1,Yelahanka Satelite Town 5th Phase,13.10596804,77.57251698
404J,2,Mother Dairy,13.0994,77.57693
404J,3,Yelahanka Satelite Town,13.09609783,77.5788053
404J,4,Chikka Bommasandra,13.09422,77.58269
404J,5,Sharavathi Hotel,13.09759,77.58419
404J,6,Sheshadripuram College,13.09971085,77.58864113
404J,7,Yelahanaka NES Office,13.09772375,77.59185778
404J,8,Yelahanka Police Station,13.09403406,77.5943898
404J,9,Allalasandra Gate Yalahanka,13.08668705,77.59387244
404J,10,GKVK,13.07278,77.59274
404J,11,Byatarayana Pura,13.06658,77.59335
404J,12,Yelahanka Kodigehalli Gate,13.0568296365093,77.5936686593497
404J,13,Military Dairy Farm,13.0497349723588,77.5929638024944
404J,14,Hebbal,13.03897751,77.58964847
404J,15,Canara Bank,13.03599,77.5893
404J,16,Veterinary College,13.03529802,77.58895822
404J,17,CBI Office,13.0268333104544,77.5864943778998
404J,18,Vasanthappa Block,13.0263102289968,77.589098535087
404J,19,RTNagara Police Station,13.024358,77.592839
404J,20,R T Nagara Post Office,13.0220453414475,77.5925901368664
404J,21,Rahmath Nagara,13.0174405828187,77.5918496221246
404J,22,Matada Halli,13.013597,77.593661
404J,23,CIL,13.0117182154,77.5933557004
404J,24,TV Tower Munireddy palya,13.00917837,77.59123183
404J,25,Munireddy Palya,13.00669164,77.59285894
404J,26,Jaymahal Extension,13.00196847,77.59441475
404J,27,Contonment Railway Station,12.99385097,77.59725653
404J,28,CSI,12.98965218,77.59936485
404J,29,Indian Express,12.98419508,77.59868865
404J,30,Shivajinagar Bus Station,12.98368012,77.6035693
404J,31,Indian Express,12.98356746,77.59718107
404J,32,Mahathma Gandhi Statue,12.9773957469,77.5990844797
404J,33,Museum Kasturba Road,12.97385815,77.59576177
404J,34,Mallya Hospital,12.97000652,77.59442503
404J,35,KH Road,12.95784771,77.59304091
404J,36,Shanthi Nagara Bus Station,12.95516753,77.59279001
406,1,Kempegowda Bus Station,12.978062,77.572342
406,2,Ananda Rao Circle,12.9829853028,77.5764328893
406,3,Shivananda store,12.9879534245,77.5805384293
406,4,RM Guttahalli,13.0001015327255,77.5838657926603
406,5,Palace Ground,13.0102000013,77.5836648792
406,6,Mekhri Circle,13.016982,77.58374
406,7,Gangenahalli,13.02609912,77.58496862
406,8,Veternary College,13.03027,77.58676
406,9,Canara Bank Hebbal,13.03613,77.58901
406,10,Hebbala,13.038476,77.58910425
406,11,Military Dairy Farm,13.0494801649659,77.5926207091783
406,12,Kodigehalli gate,13.0579465907,77.5931825303
406,13,Byatarayana Pura,13.06604423,77.59299164
406,14,GKVK,13.07288,77.5925
406,15,Aerodrum,13.07688,77.5926
406,16,Allalasandra Gate,13.08669,77.59371
406,17,Yelahanka Police Station,13.09418399,77.59419001
406,18,Yelahanaka NES Office,13.09752609,77.59168215
406,19,Escorts Yalahanka Road,13.1025276706,77.5856838282
406,20,Wheel And Axle Plant,13.1057710467944,77.5822497115518
406,21,Puttena Halli,13.1097773123801,77.5802035362988
406,22,Anantapura Gate,13.1150589112738,77.5787756408622
406,23,CRPF,13.1236301176,77.5749253202
406,24,Nagenahalli Gate,13.1299257651,77.571298806
406,25,Singanayakanahalli,13.1478317213349,77.5696262524287
406,26,Honnenahalli,13.1596392628329,77.5665538799873
406,27,Rajanukunte,13.1728646729818,77.5641729238811
406,28,Itagalapura Cross,13.1700770450282,77.5501099093526
406,29,Cable Factory Kakolu Road,13.1739868054051,77.5404065252152
406,30,Dibbur Cross,13.1725887016964,77.5301509203401
406,31,Seetakepanahalli Gate,13.1736239761499,77.5253723857576
406,32,Kakolu,13.1840455496095,77.5185614610766
406,33,KMF,13.1885459527291,77.5073555562916
406,34,Govt Hospitals,13.1935946402191,77.5017555737029
406,35,Sonnenahalli,13.1976937548672,77.5003116436343
406,36,Karlapura Gate,13.200103527312,77.491779921821
406,37,Kamakshipura,13.1982535926487,77.4892005345381
406,38,Byatha,13.1930714188062,77.4845083096549
406,39,Kumbalagunte Cross,13.2011533342,77.4582352303
406,40,Madhure,13.2021496886674,77.4569113034099
406,41,Kodipalya,13.2097480408768,77.4517314148361
406,42,Kanasawadi Madhure Temple,13.2064273953,77.439741483
406,43,Chikkabelavangala Gate,13.2031089161,77.4331967253
406,44,Kannamangala Gate,13.1907926437476,77.4198593631735
406,45,Guttepalya,13.1672514909325,77.411580738154
406,46,Railway Gollahalli,13.1505533233212,77.41186970825
406,47,Hyadalu,13.1395791078121,77.4100135697898
406,48,Mylanahalli Cross,13.1271003872285,77.3983968301169
406,49,Basavanahalli Mylahhali,13.110426491842,77.3882694006408
406,50,Nelamangala,13.09784525,77.3938808
407,1,Yelahanka,13.1007602808414,77.5945984072696
407,2,Yelahanka Police Station,13.09418399,77.59419001
407,3,Yelahanaka NES Office,13.09752609,77.59168215
407,4,Sheshadripuram College,13.09974,77.58858
407,5,Sharavathi Hotel,13.09806,77.58449
407,6,Chikkabommasandra Cross,13.09401693,77.58272419
407,7,Yelahanka Satelite Town,13.09609783,77.5788053
407,8,Dairy Circle Yalahanka New Town,13.0991741549,77.5767331291
407,9,Atturu Layout Yelahanka Road,13.0978289433,77.5679211505
407,10,Thirumala Daba,13.0975789517011,77.5630170680482
407,11,Betta Halli Layout,13.0922301672,77.559498176
407,12,Chikkabettahalli,13.0893975298985,77.5563047015224
407,13,Jelly Machine Yalahanka,13.0858757626,77.5553567614
407,14,MS Palya,13.0816772316253,77.5481873232245
407,15,Sambhram College MS Palya,13.0881772656,77.5466526579
407,16,Nethravathi,13.0898590107,77.5422234088
407,17,Kanshiram Nagara,13.0905815737235,77.5388573954682
407,18,Lakshmipura Cross,13.0922460339112,77.5338929098669
407,19,Meda Agrahara Cross,13.1013125727453,77.5305729866829
407,20,Dodda Balyar Kere,13.1126407112598,77.5248677675894
407,21,Chikka Byalakere,13.1197597924517,77.5215835699412
407,22,Kurubarahalli Cross,13.126720524342,77.5194953214444
407,23,Shivakote,13.1339629551878,77.5146555185185
407,24,Muthkur Hesaraghatta,13.1429567465952,77.5023161281348
407,25,Ivara Kondapura,13.1376227182749,77.4945140443817
407,26,TB Stop Tumkur Road,13.1353977229,77.491142666
407,27,Hesaraghatta TB Cross,13.1305693882514,77.4843160406955
407,28,Hesaraghatta Village,13.1378512736,77.4786144868
407,29,Vinayaka Nagara,13.1386008062666,77.4747608977971
407,30,Guddadahalli Hesaraghatta Road,13.1412857305123,77.4622525904728
407,31,Basavana Devastana,13.1380588066098,77.4533963791861
407,32,Totagere,13.1361365785492,77.4458847499976
407,33,Huskur Baare,13.1369622052,77.4391643889
407,34,Kanakanagara Gate,13.1382213296565,77.4346910048115
407,35,Gopalapura,13.1412955972918,77.4261249421962
407,36,Railway Gollahalli,13.1464325823,77.4173324648
407,37,Golahalli Railway Station,13.1505469834605,77.4117955498242
407,38,Hyadalu,13.1395791078121,77.4100135697898
407,39,Mylanahalli,13.1325716403254,77.4036023590682
407,40,Srinivasapura Cross,13.129055687535,77.4002729649861
407,41,Basavanahalli Mylahhali,13.110426491842,77.3882694006408
407,42,Nelamangala,13.0979853388368,77.3939032787106
407B,1,Yelahanka,13.1007602808414,77.5945984072696
407B,2,Yelahanka Police Station,13.09418399,77.59419001
407B,3,Yelahanka NES,13.09759033,77.59157201
407B,4,Sheshadripuram College,13.09974,77.58858
407B,5,Sharavathi Hotel,13.09806,77.58449
407B,6,Chikkabommasandra Cross,13.09401693,77.58272419
407B,7,Yelahanka Satelite Town,13.09609783,77.5788053
407B,8,Dairy Circle Yalahanka New Town,13.0991741549,77.5767331291
407B,9,Atturu Layout Yelahanka Road,13.0978289433,77.5679211505
407B,10,Thirumala Daba,13.0975789517011,77.5630170680482
407B,11,Betta Halli Layout,13.0922301672,77.559498176
407B,12,Chikkabettahalli,13.0893975298985,77.5563047015224
407B,13,Jelly Machine Yalahanka,13.0858757626,77.5553567614
407B,14,MS Palya,13.0816772316253,77.5481873232245
407B,15,Sambhram College MS Palya,13.0881772656,77.5466526579
407B,16,Nethravathi,13.0898590107,77.5422234088
407B,17,Kanshiram Nagara,13.0905815737235,77.5388573954682
407B,18,Lakshmipura Cross,13.0922460339112,77.5338929098669
407B,19,Meda Agrahara Cross,13.1013125727453,77.5305729866829
407B,20,Dodda Balyar Kere,13.1126407112598,77.5248677675894
407B,21,Chikka Byalakere,13.1197674298415,77.5214860711671
407B,22,Kurubarahalli Cross,13.126720524342,77.5194953214444
407B,23,Shivakote,13.1339629551878,77.5146555185185
407B,24,Muthkur Hesaraghatta,13.1429567465952,77.5023161281348
407B,25,Ivara Kondapura,13.1376227182749,77.4945140443817
407B,26,TB Stop Tumkur Road,13.1353977229,77.491142666
407B,27,Hesaraghatta TB Cross,13.1305693882514,77.4843160406955
407B,28,Hesaraghatta Village,13.1375797932291,77.4803528686034
407B,29,Jyoti Vidyalaya Hospital,13.149090378112,77.4766281526982
407B,30,Nrutya Grama,13.1543454502379,77.4729001864495
407B,31,Hesaraghatta Indo Danish Farm,13.1624380994603,77.4807920070651
407B,32,Central Seed Production Farm,13.1786110926229,77.489479940585
407B,33,Byatha,13.1930936449133,77.4846022830968
407B,34,Kamakshipalya,13.1982588744661,77.489082064722
407B,35,Karlapura Gate,13.2001719640188,77.4919040321163
407B,36,Sonne Halli,13.1977631059,77.5003796071
407B,37,Sonnenahalli Hospital,13.1936746717212,77.5018266652147
407B,38,KMF,13.1885850934043,77.5074777726032
407B,39,Kakolu,13.1839562179787,77.5187081476271
407B,40,Seetakepanahalli Gate,13.1736427683436,77.5255630155162
407B,41,Dibbur Cross,13.1726690894747,77.5302915872055
407B,42,Cable Factory Kakolu Road,13.1740255094985,77.5405238407461
407B,43,Itagalapura Cross,13.1701522983254,77.5501204855555
407B,44,Rajanukunte,13.1724789731928,77.5645217693503
407B,45,Addiganahalli,13.1729757903899,77.5697623186174
407B,46,Thimmasandra,13.1719506537403,77.5812378140279
407B,47,Thara Hunise,13.1786936595254,77.5881446025515
407B,48,Ramagere School Tharahunase,13.1715188564594,77.5989228946028
407B,49,Narayanapura,13.1626480445,77.6015843824
407B,50,Bettahalasuru,13.1614264957674,77.6109997978511
407B,51,Sonnenahalli Hospital,13.159233072833,77.6113998715206
407B,52,Sonnappanahalli,13.1562411229861,77.6179817533964
407B,53,Bettahalasuru cross,13.1564611972838,77.6234119040381
407B,54,VIT Cross Devanahalli Road,13.1515139434,77.6202731766
407B,55,Hunasamarenahalli,13.1437613872006,77.6176463086256
407B,56,Bharathi Nagara,13.137420950189,77.6176571220861
407B,57,IAF,13.1312625635293,77.6154152235654
407B,58,Bagaluru Cross,13.121532714,77.610931294
407B,59,Palanahalli Gate,13.1168614208569,77.6083756888998
407B,60,Venkatala,13.110825004017,77.604751645772
407B,61,Kogilu Cross,13.103358972168,77.6006059322702
407B,62,Yelahanka,13.1007602808414,77.5945984072696
407C,1,Yelahanka,13.1009856618048,77.5945490982207
407C,2,Kogilu Cross Devanahalli Main Road,13.103849515948,77.6001120255182
407C,3,Venkatala,13.1114708026693,77.6046272219767
407C,4,Palanahalli Gate,13.1171740558425,77.6080575492325
407C,5,Bagaluru Cross,13.122129,77.610705
407C,6,IAF,13.1315845317848,77.6151884606086
407C,7,Bharathi Nagara,13.1382990349,77.6173429471
407C,8,Hunasamarenahalli,13.1446014168084,77.617318859978
407C,9,VIT Cross Devanahalli Road,13.1522341568007,77.6202334263332
407C,10,Bettahalasuru cross,13.1567647029,77.6230139751
407C,11,Sonnappanahalli,13.156149796745,77.6179504022927
407C,12,Sonnenahalli Hospital,13.159233072833,77.6113998715206
407C,13,Bettahalasuru,13.1615344677498,77.6109232031398
407C,14,Narayanapura,13.1626079577112,77.6015830318713
407C,15,Ramagere School Tharahunase,13.1716897204235,77.5988084728723
407C,16,Thara Hunise,13.1786007951412,77.5880722504866
407C,17,Thimmasandra,13.1719251172079,77.5813047255814
407C,18,Addiganahalli,13.1730211029031,77.5696451376829
407C,19,Rajanukunte,13.1728646729818,77.5641729238811
407C,20,Itagalapura Cross,13.1700770450282,77.5501099093526
407C,21,Cable Factory Kakolu Road,13.1739868054051,77.5404065252152
407C,22,Dibbur Cross,13.1725887016964,77.5301509203401
407C,23,Seetakepanahalli Gate,13.1736239761499,77.5253723857576
407C,24,Kakolu,13.1840455496095,77.5185614610766
407C,25,KMF Kakolu,13.1884530759496,77.5074017265769
407C,26,Govt Hospitals,13.1935946402191,77.5017555737029
407C,27,Sonnenahalli,13.1976937548672,77.5003116436343
407C,28,Karlapura Gate,13.200103527312,77.491779921821
407C,29,Kamakshipura,13.1982535926487,77.4892005345381
407C,30,Byatha,13.1930714188062,77.4845083096549
407C,31,Central Seed Production Farm,13.1786110926229,77.489479940585
407C,32,Hesaraghatta Indo Danish Farm,13.1623775605,77.4808316678
407C,33,Nrutya Grama,13.1541830568659,77.4729915705046
407C,34,Jyoti Vidyalaya Hospital,13.1492053555866,77.4766645231582
407C,35,Hesaraghatta Village,13.1373792887,77.4803843256
407C,36,Hesaraghatta TB Cross,13.1306730578049,77.4844754915283
407C,37,TB Stop Tumkur Road,13.1355075174449,77.4911746310909
407C,38,Ivara Kondapura,13.1375332684483,77.4944154925571
407C,39,Muthkur Cross Hesaraghatta,13.1429847882703,77.5023724503974
407C,40,Shivakote,13.1338986771508,77.5147791588365
407C,41,Kurubarahalli Cross,13.1266026675388,77.5196493655454
407C,42,Chikka Byalakere,13.1197597924517,77.5215835699412
407C,43,Dodda Byaladakere,13.1126171560079,77.5250068605014
407C,44,Meda Agrahara Cross,13.1013250262907,77.5306635037962
